-32007,-96
-31910,-616
-31815,-814
-31719,-790
-31623,-795
-31527,-801
-31431,-811
-31335,-826
-31240,-842
-31143,-860
-31047,-881
-30952,-867
-30856,-719
-30759,-683
-30664,-691
-30568,-697
-30473,-698
-30376,-700
-30280,-703
-30185,-705
-30089,-708
-29992,-712
-29897,-716
-29801,-720
-29705,-724
-29609,-727
-29513,-729
-29417,-732
-29322,-735
-29225,-736
-29129,-764
